ID,MODEM_NUMBER,STATUS,ERROR,ERROR_CODE,MSISDN,SENT,MODEM_INDEX_I2C,TIMESTAMP,NETWORK,USE_CALL,USE_SMS,IS_LOOPBACK_MSISDN,MODEM_MSISDN,MODEL,IMEI,IMSI,REGISTRATION_STATUS,OPERATOR,RAT,ARFCN,BSIC,PSC,PCI,MCC,MNC,LAC,CELL_ID,RSSI,SNR,CALL_RESULT,SMS_RESULT,LATITUDE,LONGITUDE,ALTITUDE,SESSION_NAME,SUCCESS_RATE,NORMALIZED_MSISDN
67432,6,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,6,2026-03-16 15:30:09,auto,1,0,0,14703890674,Quectel EG25,867929069322826.0,310410446625086.0,1.0,AT&T,LTE,2535.0,,,49.0,310.0,410.0,11533.0,187305986.0,-86.0,-11.0,"[""failed_timeout"", ""failed_timeout""]",,33.03507,-83.94031,215.4,Office test,0.0,14703890674
67421,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2026-03-16 15:25:23,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,2225.0,,,331.0,310.0,260.0,30497.0,43420930.0,-61.0,-16.0,"[""OK"", ""OK""]",,33.03632,-83.93911,218.8,Office test,100.0,12298099213
67422,2,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,2,2026-03-16 15:25:23,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,2225.0,,,375.0,310.0,260.0,30497.0,43420929.0,-63.0,-17.0,"[""OK"", ""failed_timeout""]",,33.03632,-83.93911,218.8,Office test,50.0,12298099201
67423,3,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,3,2026-03-16 15:25:23,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,1.0,AT&T,LTE,1100.0,,,49.0,310.0,410.0,11533.0,187306176.0,-82.0,-17.0,"[""OK"", ""OK""]",,33.03632,-83.93911,218.8,Office test,100.0,12293320200
67424,4,ERROR,Failed to open device /dev/: [Errno 21] could not open port /dev/: [Errno 21] Is a directory: ./dev/.,-1,14049400438,0,4,2026-03-16 15:25:23,auto,1,0,0,12293320274,,,,,,,,,,,,,,,,,"[""failed_timeout"", ""failed_timeout""]",,33.03632,-83.93911,218.8,Office test,0.0,12293320274
67425,5,ERROR,Failed to open device /tmp/modem_05: [Errno 2] could not open port /tmp/modem_05: [Errno 2] No such file or directory: ./tmp/modem_05.,-1,14049400438,0,5,2026-03-16 15:25:23,auto,1,0,0,14706128781,,,,,,,,,,,,,,,,,"[""failed_timeout"", ""failed_timeout""]",,33.03632,-83.93911,218.8,Office test,0.0,14706128781
67426,6,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,6,2026-03-16 15:25:23,auto,1,0,0,14703890674,Quectel EG25,867929069322826.0,310410446625086.0,1.0,AT&T,LTE,1100.0,,,49.0,310.0,410.0,11533.0,187306176.0,-81.0,-18.0,"[""failed_timeout"", ""failed_timeout""]",,33.03632,-83.93911,218.8,Office test,0.0,14703890674
67415,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2026-03-16 15:20:52,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,2225.0,,,331.0,310.0,260.0,30497.0,43420930.0,-73.0,-16.0,"[""OK"", ""failed_timeout""]",,33.03603,-83.93679,218.6,Office test,50.0,12298099213
67416,2,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,2,2026-03-16 15:20:52,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,2225.0,,,375.0,310.0,260.0,30497.0,43420929.0,-73.0,-18.0,"[""OK"", ""OK""]",,33.03603,-83.93679,218.6,Office test,100.0,12298099201
67417,3,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,3,2026-03-16 15:20:52,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,1.0,AT&T,LTE,675.0,,,49.0,310.0,410.0,11533.0,187305993.0,-81.0,-15.0,"[""OK"", ""OK""]",,33.03603,-83.93679,218.6,Office test,100.0,12293320200
67418,4,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,4,2026-03-16 15:20:52,auto,1,0,0,12293320274,Quectel EG25,867929068549957.0,310410458692547.0,1.0,AT&T,LTE,675.0,,,49.0,310.0,410.0,11533.0,187305993.0,-77.0,-17.0,"[""OK"", ""OK""]",,33.03603,-83.93679,218.6,Office test,100.0,12293320274
67419,5,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,5,2026-03-16 15:20:52,auto,1,0,0,14706128781,Quectel EG25,867929068549957.0,310410458692547.0,1.0,AT&T,LTE,675.0,,,49.0,310.0,410.0,11533.0,187305993.0,-77.0,-17.0,"[""failed_timeout"", ""failed_timeout""]",,33.03603,-83.93679,218.6,Office test,0.0,14706128781
67420,6,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,6,2026-03-16 15:20:52,auto,1,0,0,14703890674,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,2225.0,,,375.0,310.0,260.0,30497.0,43420929.0,-73.0,-18.0,"[""failed_timeout"", ""failed_timeout""]",,33.03603,-83.93679,218.6,Office test,0.0,14703890674
67409,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2026-03-16 15:17:27,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,2225.0,,,375.0,310.0,260.0,30497.0,43420929.0,-78.0,-15.0,"[""OK"", ""failed_timeout""]",,33.03486,-83.93692,216.9,Office test,50.0,12298099213
67410,2,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,2,2026-03-16 15:17:27,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,2225.0,,,375.0,310.0,260.0,30497.0,43420929.0,-78.0,-16.0,"[""OK"", ""OK""]",,33.03486,-83.93692,216.9,Office test,100.0,12298099201
67411,3,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,3,2026-03-16 15:17:27,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,1.0,AT&T,LTE,2535.0,,,50.0,310.0,410.0,11533.0,187244035.0,-86.0,-18.0,"[""OK"", ""OK""]",,33.03486,-83.93692,216.9,Office test,100.0,12293320200
67412,4,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,4,2026-03-16 15:17:27,auto,1,0,0,12293320274,Quectel EG25,867929068549957.0,310410458692547.0,1.0,AT&T,LTE,675.0,,,50.0,310.0,410.0,11533.0,187320842.0,-78.0,-20.0,"[""OK"", ""OK""]",,33.03486,-83.93692,216.9,Office test,100.0,12293320274
67413,5,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,5,2026-03-16 15:17:27,auto,1,0,0,14706128781,Quectel EG25,867929068549957.0,310410458692547.0,1.0,AT&T,LTE,675.0,,,50.0,310.0,410.0,11533.0,187320842.0,-78.0,-20.0,"[""failed_timeout"", ""failed_timeout""]",,33.03486,-83.93692,216.9,Office test,0.0,14706128781
67414,6,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,6,2026-03-16 15:17:27,auto,1,0,0,14703890674,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,2225.0,,,375.0,310.0,260.0,30497.0,43420929.0,-78.0,-17.0,"[""failed_timeout"", ""failed_timeout""]",,33.03486,-83.93692,216.9,Office test,0.0,14703890674
67403,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2026-03-16 15:09:24,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,5035.0,,,91.0,310.0,260.0,30497.0,43420950.0,-74.0,-15.0,"[""OK"", ""failed_timeout""]",,33.03448,-83.93709,218.1,Office test,50.0,12298099213
67404,2,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,2,2026-03-16 15:09:24,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,5035.0,,,91.0,310.0,260.0,30497.0,43420950.0,-73.0,-15.0,"[""OK"", ""failed_timeout""]",,33.03448,-83.93709,218.1,Office test,50.0,12298099201
67405,3,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,3,2026-03-16 15:09:24,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,1.0,AT&T,LTE,2535.0,,,49.0,310.0,410.0,11533.0,187305986.0,-84.0,-14.0,"[""OK"", ""failed_timeout""]",,33.03448,-83.93709,218.1,Office test,50.0,12293320200
67406,4,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,4,2026-03-16 15:09:24,auto,1,0,0,12293320274,Quectel EG25,867929068549957.0,310410458692547.0,1.0,AT&T,LTE,2535.0,,,50.0,310.0,410.0,11533.0,187244035.0,-80.0,-17.0,"[""OK"", ""OK""]",,33.03448,-83.93709,218.1,Office test,100.0,12293320274
67407,5,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,5,2026-03-16 15:09:24,auto,1,0,0,14706128781,Quectel EG25,867929068549221.0,311480112618251.0,1.0,Verizon ,LTE,5230.0,,,172.0,311.0,480.0,44810.0,45000962.0,-70.0,-17.0,"[""OK"", ""OK""]",,33.03448,-83.93709,218.1,Office test,100.0,14706128781
67408,6,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,6,2026-03-16 15:09:24,auto,1,0,0,14703890674,Quectel EG25,867929069250944.0,311480117211386.0,1.0,Verizon ,LTE,2450.0,,,172.0,311.0,480.0,44810.0,45000986.0,-78.0,-14.0,"[""OK"", ""OK""]",,33.03448,-83.93709,218.1,Office test,100.0,14703890674
67397,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2026-03-09 12:33:06,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,2225.0,,,375.0,310.0,260.0,30497.0,43420929.0,-78.0,-14.0,"[""OK"", ""OK""]",,33.8133,-84.34811,,washington ,100.0,12298099213
67398,2,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,2,2026-03-09 12:33:06,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,2225.0,,,375.0,310.0,260.0,30497.0,43420929.0,-79.0,-14.0,"[""failed_timeout"", ""failed_timeout""]",,33.8133,-84.34811,,washington ,0.0,12298099201
67399,3,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,3,2026-03-09 12:33:06,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,1.0,AT&T,LTE,1100.0,,,50.0,310.0,410.0,11533.0,187321025.0,-82.0,-20.0,"[""OK"", ""failed_timeout""]",,33.8133,-84.34811,,washington ,50.0,12293320200
67400,4,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,4,2026-03-09 12:33:06,auto,1,0,0,12293320274,Quectel EG25,867929068549957.0,310410458692547.0,1.0,AT&T,LTE,2535.0,,,50.0,310.0,410.0,11533.0,187244035.0,-82.0,-11.0,"[""OK"", ""OK""]",,33.8133,-84.34811,,washington ,100.0,12293320274
67401,5,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,5,2026-03-09 12:33:06,auto,1,0,0,14706128781,Quectel EG25,867929068549221.0,311480112618251.0,1.0,Verizon ,LTE,2450.0,,,172.0,311.0,480.0,44810.0,45000986.0,-77.0,-14.0,"[""OK"", ""OK""]",,33.8133,-84.34811,,washington ,100.0,14706128781
67402,6,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,6,2026-03-09 12:33:06,auto,1,0,0,14703890674,Quectel EG25,867929069250944.0,311480117211386.0,1.0,Verizon ,LTE,5230.0,,,172.0,311.0,480.0,44810.0,45000962.0,-74.0,-14.0,"[""OK"", ""OK""]",,33.8133,-84.34811,,washington ,100.0,14703890674
67395,5,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,5,2026-03-09 12:31:07,auto,1,0,0,14706128781,Quectel EG25,867929068549221.0,311480112618251.0,1.0,Verizon ,LTE,5230.0,,,172.0,311.0,480.0,44810.0,45000962.0,-76.0,-14.0,"[""OK"", ""OK""]",,33.8133,-84.34811,,washington ,100.0,14706128781
67396,6,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,6,2026-03-09 12:31:07,auto,1,0,0,14703890674,Quectel EG25,867929069250944.0,311480117211386.0,1.0,Verizon ,LTE,5230.0,,,172.0,311.0,480.0,44810.0,45000962.0,-74.0,-14.0,"[""OK"", ""OK""]",,33.8133,-84.34811,,washington ,100.0,14703890674
67393,5,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,5,2026-03-09 12:29:42,auto,1,0,0,14706128781,Quectel EG25,867929068549221.0,311480112618251.0,1.0,Verizon ,LTE,5230.0,,,172.0,311.0,480.0,44810.0,45000962.0,-76.0,-13.0,"[""OK"", ""OK""]",,33.8133,-84.34811,,washington ,100.0,14706128781
67394,6,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,6,2026-03-09 12:29:42,auto,1,0,0,14703890674,Quectel EG25,867929069250944.0,311480117211386.0,1.0,Verizon ,LTE,2450.0,,,172.0,311.0,480.0,44810.0,45000986.0,-76.0,-14.0,"[""OK"", ""OK""]",,33.8133,-84.34811,,washington ,100.0,14703890674
67391,5,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,5,2026-03-09 12:28:54,auto,1,0,0,14706128781,Quectel EG25,867929068549221.0,311480112618251.0,1.0,Verizon ,LTE,5230.0,,,172.0,311.0,480.0,44810.0,45000962.0,-74.0,-14.0,"[""OK"", ""OK""]",,33.8133,-84.34811,,washington ,100.0,14706128781
67392,6,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,6,2026-03-09 12:28:54,auto,1,0,0,14703890674,Quectel EG25,867929069250944.0,311480117211386.0,1.0,Verizon ,LTE,5230.0,,,172.0,311.0,480.0,44810.0,45000962.0,-76.0,-13.0,"[""failed_timeout"", ""failed_timeout""]",,33.8133,-84.34811,,washington ,0.0,14703890674
67389,5,IDLE,Modem is not connected: 0 (Not registered. ME is not currently searching a new operator to register to),-22,14049400438,0,5,2026-03-09 12:27:29,auto,1,0,0,14706128781,Quectel EG25,867929068549221.0,311480112618251.0,0.0,,,,,,,,,,,,,[],,33.81658,-84.34156,,washington ,0.0,14706128781
67390,6,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,6,2026-03-09 12:27:29,auto,1,0,0,14703890674,Quectel EG25,867929069250944.0,311480117211386.0,1.0,Verizon ,LTE,2450.0,,,172.0,311.0,480.0,44810.0,45000986.0,-77.0,-15.0,"[""failed_timeout"", ""failed_timeout""]",,33.81658,-84.34156,,washington ,0.0,14703890674
67383,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2026-03-09 09:00:49,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,2225.0,,,375.0,310.0,260.0,30497.0,43420929.0,-84.0,-12.0,"[""failed_timeout"", ""failed_timeout""]",,33.81658,-84.34156,,washington ,0.0,12298099213
67384,2,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,2,2026-03-09 09:00:49,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,2225.0,,,375.0,310.0,260.0,30497.0,43420929.0,-86.0,-12.0,"[""OK"", ""failed_timeout""]",,33.81658,-84.34156,,washington ,50.0,12298099201
67385,3,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,3,2026-03-09 09:00:49,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,1.0,AT&T,LTE,675.0,,,50.0,310.0,410.0,11533.0,187320842.0,-83.0,-13.0,"[""OK"", ""failed_timeout""]",,33.81658,-84.34156,,washington ,50.0,12293320200
67386,4,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,4,2026-03-09 09:00:49,auto,1,0,0,12293320274,Quectel EG25,867929068549957.0,310410458692547.0,1.0,AT&T,LTE,675.0,,,50.0,310.0,410.0,11533.0,187320842.0,-78.0,-16.0,"[""OK"", ""OK""]",,33.81658,-84.34156,,washington ,100.0,12293320274
67387,5,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,5,2026-03-09 09:00:49,auto,1,0,0,14706128781,Quectel EG25,867929068549221.0,311480112618251.0,2.0,,,,,,,,,,,,,[],,33.81658,-84.34156,,washington ,0.0,14706128781
67388,6,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,6,2026-03-09 09:00:49,auto,1,0,0,14703890674,Quectel EG25,867929069250944.0,311480117211386.0,2.0,,,,,,,,,,,,,[],,33.81658,-84.34156,,washington ,0.0,14703890674
