ID,MODEM_NUMBER,STATUS,ERROR,ERROR_CODE,MSISDN,SENT,MODEM_INDEX_I2C,TIMESTAMP,NETWORK,USE_CALL,USE_SMS,IS_LOOPBACK_MSISDN,MODEM_MSISDN,MODEL,IMEI,IMSI,REGISTRATION_STATUS,OPERATOR,RAT,ARFCN,BSIC,PSC,PCI,MCC,MNC,LAC,CELL_ID,RSSI,SNR,CALL_RESULT,SMS_RESULT,LATITUDE,LONGITUDE,ALTITUDE,SESSION_NAME,SUCCESS_RATE,NORMALIZED_MSISDN
73955,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2026-06-01 04:21:13,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,,,,,,,,,,,"[""failed_atd"", ""failed_timeout"", ""failed_timeout"", ""failed_timeout""]",,32.0983,34.84785,0.0,Default_Session,0.0,12298099213
73956,2,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,2,2026-06-01 04:21:13,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,5035.0,,,20.0,310.0,260.0,20.0,33331713.0,-39.0,-3.0,"[""failed_atd"", ""failed_timeout"", ""failed_timeout"", ""failed_timeout""]",,32.0983,34.84785,0.0,Default_Session,0.0,12298099201
73957,3,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,3,2026-06-01 04:21:13,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,3.0,,,,,,,,,,,,,[],,32.0983,34.84785,0.0,Default_Session,0.0,12293320200
73958,4,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,4,2026-06-01 04:21:13,auto,1,0,0,12293320274,Quectel EG25,867929068549957.0,310410458692547.0,1.0,AT&T,LTE,2175.0,,,227.0,310.0,410.0,12038.0,187441174.0,-94.0,-20.0,"[""failed_timeout"", ""failed_timeout"", ""failed_timeout"", ""failed_timeout""]",,32.0983,34.84785,0.0,Default_Session,0.0,12293320274
73959,5,IDLE,Failed to receive expected response to command ATH: NO CARRIER,-11,14049400438,0,5,2026-06-01 04:21:13,auto,1,0,0,14706128781,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,5035.0,,,20.0,310.0,260.0,20.0,33331713.0,-39.0,-3.0,"[""failed_atd"", ""failed_atd"", ""failed_atd"", ""failed_atd""]",,32.0983,34.84785,0.0,Default_Session,0.0,14706128781
73960,6,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,6,2026-06-01 04:21:13,auto,1,0,0,14703890674,Quectel EG25,867929068549957.0,310410458692547.0,1.0,AT&T,LTE,2175.0,,,227.0,310.0,410.0,12038.0,187441174.0,-95.0,-20.0,"[""failed_timeout"", ""failed_timeout"", ""failed_timeout"", ""failed_timeout""]",,32.0983,34.84785,0.0,Default_Session,0.0,14703890674
73949,1,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,1,2026-06-01 04:16:13,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,2.0,,,,,,,,,,,,,[],,32.0983,34.84785,0.0,Default_Session,0.0,12298099213
73950,2,IDLE,Failed to receive expected response to command ATH: NO CARRIER,-11,14049400438,0,2,2026-06-01 04:16:13,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,,,,,,,,,,,"[""failed_atd"", ""failed_atd"", ""failed_atd"", ""failed_atd""]",,32.0983,34.84785,0.0,Default_Session,0.0,12298099201
73951,3,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,3,2026-06-01 04:16:13,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,3.0,,,,,,,,,,,,,[],,32.0983,34.84785,0.0,Default_Session,0.0,12293320200
73952,4,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,4,2026-06-01 04:16:13,auto,1,0,0,12293320274,Quectel EG25,867929068549957.0,310410458692547.0,1.0,AT&T,LTE,675.0,,,6.0,310.0,410.0,12038.0,187441162.0,-87.0,-15.0,"[""OK"", ""OK"", ""OK"", ""OK""]",,32.0983,34.84785,0.0,Default_Session,100.0,12293320274
73953,5,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,5,2026-06-01 04:16:13,auto,1,0,0,14706128781,Quectel EG25,867929069250944.0,311480117211386.0,2.0,,,,,,,,,,,,,[],,32.0983,34.84785,0.0,Default_Session,0.0,14706128781
73954,6,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,6,2026-06-01 04:16:13,auto,1,0,0,14703890674,Quectel EG25,867929068549957.0,310410458692547.0,1.0,AT&T,LTE,675.0,,,6.0,310.0,410.0,12038.0,187441162.0,-87.0,-15.0,"[""failed_timeout"", ""failed_timeout"", ""failed_timeout"", ""failed_timeout""]",,32.0983,34.84785,0.0,Default_Session,0.0,14703890674
73943,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2026-06-01 04:12:57,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,5035.0,,,20.0,310.0,260.0,20.0,33331713.0,-39.0,-3.0,"[""failed_timeout"", ""failed_timeout"", ""failed_timeout"", ""failed_timeout""]",,32.0983,34.84785,0.0,Default_Session,0.0,12298099213
73944,2,IDLE,Failed to receive expected response to command ATH: NO CARRIER,-11,14049400438,0,2,2026-06-01 04:12:57,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,5035.0,,,20.0,310.0,260.0,20.0,33331713.0,-38.0,-3.0,"[""failed_atd"", ""failed_atd"", ""failed_atd"", ""failed_atd""]",,32.0983,34.84785,0.0,Default_Session,0.0,12298099201
73945,3,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,3,2026-06-01 04:12:57,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,3.0,,,,,,,,,,,,,[],,32.0983,34.84785,0.0,Default_Session,0.0,12293320200
73946,4,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,4,2026-06-01 04:12:57,auto,1,0,0,12293320274,Quectel EG25,867929068549957.0,310410458692547.0,3.0,,,,,,,,,,,,,[],,32.0983,34.84785,0.0,Default_Session,0.0,12293320274
73947,5,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,5,2026-06-01 04:12:57,auto,1,0,0,14706128781,Quectel EG25,867929069250944.0,311480117211386.0,1.0,Verizon ,LTE,2450.0,,,20.0,311.0,480.0,20.0,33331457.0,-57.0,-3.0,"[""OK"", ""OK"", ""failed_timeout"", ""failed_timeout""]",,32.0983,34.84785,0.0,Default_Session,50.0,14706128781
73948,6,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,6,2026-06-01 04:12:57,auto,1,0,0,14703890674,Quectel EG25,867929068549957.0,310410458692547.0,3.0,,,,,,,,,,,,,[],,32.0983,34.84785,0.0,Default_Session,0.0,14703890674
